RCOMMENT,"AG_CM_VFD:AOI","Logic","COMMAND SUMMARY$NThis rung controls the StopCmd output command.$NIf StopCmdHold is configured, the StopCmdIndef needs to NOT be configured otherwise the instuction is pointless. Hold the Stop Command true for x-time (Used if VFD indicates Not-Ready while Stop Command is being issued)$NIf Stop CmdIndef is configured and StopCmdDly is not, Out_StopCmd directlyfollows the Out_StartCmd$NIf StopCmdIndef is configured and StopCmdDly is, Out_StopCmd follows the Out_StartCmd after x-time$N","OTE(Out_StopCmd)","14"
RCOMMENT,"AG_CM_VFD:AOI","Logic","Limit Speed Setpoints$N","MOV(HandSpeed_Scaleblock.Out_Val,wrk_HandSpdSP)","18"
RCOMMENT,"AG_CM_VFD:AOI","Logic","Select the appropriate speed setpoint source$NHand Mode supersedes the Auto/Manual","MOV(wrk_HandSpdSP,wrk_SpeedSP)","21"
RCOMMENT,"AG_CM_VFD:AOI","Logic","---$NVFD Start Ramp$NWhen RunCmd becomes true, load the parameters into the ramp$NInstruction will sense the value of $Qwrk_SpeedSP$Q, if it is less than the ramp sp, the ramp will reset.$NInstruction will continue to ramp even though the wrk_SpeedSP (written to above in the Auto, Hand and Manual routines) increases past it$'s own Out_Val$NOnce the ramp is completed, it no longer writes to the wrk_SpeedSP, so the setpoints that could be greater than the ramp setpoint will no longer get overwritten$N-","Ramp(SpeedRamp,wrk_SpeedSP)","22"
RCOMMENT,"AG_CM_VFD:AOI","Logic","Clear Speed Command$N","CLR(wrk_SpeedSP)","23"
RCOMMENT,"AG_CM_VFD:AOI","Logic","Limit SpeedSP$N","MOV(cfg_MaxSpeed,wrk_SpeedSP)","24"
RCOMMENT,"AG_CM_VFD:AOI","Logic","Speed Setpoint$N$N","MOV(ScaleBlock_FreqCmd.Out_Val,Out_FreqCmd)","25"
RCOMMENT,"AG_CM_VFD:AOI","Logic","Update Speed Feedback if no feedback is configured","MOV(Val_SpeedSP,ScaleBlock_SpeedFB.Out_Val)","26"
RCOMMENT,"AG_CM_VFD:AOI","Logic","Update Manual speed setpoint for bumpless transfer to manual mode$N","MOV(Val_SpeedSP,Inp_ManSpeedSP)","27"
RCOMMENT,"AG_CM_VFD:AOI","Logic","Track setpoint changes","MOV(wrk_HandSpdSP,wrk_HandSpeedSPlast)","28"
RCOMMENT,"AG_CM_VFD:AOI","Logic","ENABLE FAULT TIMER$NThe fault timer is started when the RunCmd command to run is set but there is no actual feedback from the","TON(FStartTmr,?,?)","29"
RCOMMENT,"AG_CM_VFD:AOI","Logic","--Runtime--$N1-Hour Timer","MOV(wrk_Runtime1.ACC,wrk_RuntimemSeconds)","37"
RCOMMENT,"AG_CM_VFD:AOI","Logic","--Runtime--$NEvery minute (When Runtime1 is done) increment Hours$N","RES(wrk_Runtime1)","38"
RCOMMENT,"AG_CM_VFD:AOI","Logic","--Runtime--$NAdd decimal value to Hours","CPT(Runtime_Hours,(2.77778e-07*wrk_RuntimemSeconds)+wrk_RuntimeHours1)","39"
RCOMMENT,"AG_CM_VFD:AOI","Logic","Run State$N","MOV(99,Val_State)","42"
RCOMMENT,"AG_CM_VFD:AOI","Logic","FAULT$NRun Fault detected.  The $QFault$Q bit is latched and not reset until acknowledged.$NPriority on Enumeration is Comm Fault, Drive Fault, Driive Ready, then Start/Stop Faults$N","OTL(sts_Fault)","43"
RCOMMENT,"AG_CM_VFD:AOI","Logic","VFD Fault Code Description Extraction","MOV(Inp_Fault1Code,Val_Fault1Code)","44"
RCOMMENT,"AG_CM_VFD:AOI","Logic","If Fault Reset Required, wait for Inp_FaultReset$NIf VFD Transitions from Fault to not Faulted, clear Fault Module$NFault status will not Reset if there is an active Comm Fault$N","OTU(Inp_FaultReset)","45"
TYPE,SCOPE,ROUTINE,COMMENT,OWNING_ELEMENT,LOCATION
remark,"Comments for Program (AG_Ramp:AOI) Routine (EnableInFalse) not exported: source not available"
remark,"Comments for Program (AG_Ramp:AOI) Routine (Logic) not exported: source not available"
TYPE,SCOPE,ROUTINE,COMMENT,OWNING_ELEMENT,LOCATION
RCOMMENT,"AG_Time:AOI","Logic","Convert Inp_Val as MILLISECONDS into Hours, Minutes, Seconds and milliseconds$N","MOV(Inp_Val,inpvalLast)","0"
RCOMMENT,"AG_Time:AOI","Logic","Convert Inp_Val as SECONDS into Hours, Minutes, Seconds and milliseconds$N","MOV(Inp_Val,inpvalLast)","1"
RCOMMENT,"AG_Time:AOI","Logic","Reset the Prescan bit$N(Bit is latched in the $QPrescan$Q routine)$N","OTU(prescan)","2"
RCOMMENT,"AG_Time:AOI","Prescan","On System First scan of the instruction (Transition from Program to Run), Initiate the $QPreScan$Q bit.$NThis will execute the calculations for the first scan; after that the instruction will only compute when a change is detected on the Inp_Val$N$N","OTL(prescan)","0"
TYPE,SCOPE,ROUTINE,COMMENT,OWNING_ELEMENT,LOCATION
RCOMMENT,"AOI_AHU:AOI","Logic","Calculate Average of Enabled Temperature Sensors$N","OTE(int_Temp)","0"
TYPE,SCOPE,ROUTINE,COMMENT,OWNING_ELEMENT,LOCATION
RCOMMENT,"AOI_CM_AIn:AOI","Logic","If High-High Alarm is not configured to exist, scan the logic once, then jump therafter.","NOP()","3"
RCOMMENT,"AOI_CM_AIn:AOI","Logic","If High Alarm is not configured to exist, scan the logic once, then jump therafter.","NOP()","7"
RCOMMENT,"AOI_CM_AIn:AOI","Logic","If Low Alarm is not configured to exist, scan the logic once, then jump therafter.","NOP()","11"
RCOMMENT,"AOI_CM_AIn:AOI","Logic","If Low-Low Alarm is not configured to exist, scan the logic once, then jump therafter.","NOP()","15"
RCOMMENT,"AOI_CM_AIn:AOI","Logic","--$NChannel Fault Logic$N--$N","NOP()","19"
RCOMMENT,"AOI_CM_AIn:AOI","Logic","If Channel Fault is not configured to exist, scan the logic once, then jump therafter.","NOP()","20"
RCOMMENT,"AOI_CM_AIn:AOI","Logic","If Fault Reset Required, wait for Inp_FaultReset$N","OTU(Inp_FaultReset)","24"
TYPE,SCOPE,ROUTINE,COMMENT,OWNING_ELEMENT,LOCATION
RCOMMENT,"AOI_CM_CVLV:AOI","Logic","AUTO/MANUAL SELECTION FROM HMI$NThe $QAutoSel$Q and $QManSel$Q bits are set via the HMI and latch/unlatch the $QInAuto$Q bit accordingly.","OTU(Inp_ManSel)","3"
RCOMMENT,"AOI_CM_CVLV:AOI","Logic","Program/Operator Indication of ownership$N","OTE(sts_Oper)","4"
RCOMMENT,"AOI_CM_CVLV:AOI","Logic","If Fault Reset Required, wait for Inp_FaultReset$N","OTU(Inp_FaultReset)","12"
RCOMMENT,"AOI_CM_CVLV:AOI","Logic","Valve Position Feedback Status$N","MOV(15,Val_State)","13"
TYPE,SCOPE,ROUTINE,COMMENT,OWNING_ELEMENT,LOCATION
RCOMMENT,"AOI_CM_VLV:AOI","Logic","Revision Information$N1.7 - Removed $Q_Time_$Q from time preset tagnames$N1.7 - Changed datatype for FaultAction from DINT to SINT$N1.7 - Modified Default value of FaultAction from $'1$' to $'0$'$N1.7 - Renamed Time preset tags$N1.8 - Modified function of sts_faults to stay in state until alarm reset taken place (if Reset Required)","NOP()","0"
RCOMMENT,"AOI_CM_VLV:AOI","Logic","Auto/Manual Logic$N","OTU(Inp_ManSel)","4"
RCOMMENT,"AOI_CM_VLV:AOI","Logic","Program/Operator Indication of ownership$N","OTE(sts_Oper)","5"
RCOMMENT,"AOI_CM_VLV:AOI","Logic","---- 2 Position Valve ----$NValve output Control Module$NWhen Transitioning Auto to Manual, preserve valve position command$NWhen valve is placed in Manual Mode, unlatch Manual Inputs (error prevention)$NWhen Valve is placed in Manual Mode, and Valve is n","OTU(Inp_ManClose)","6"
RCOMMENT,"AOI_CM_VLV:AOI","Logic","----3 Position Valve----$NInp Open will Energize OpenCmd Solenoid and De-Energize CloseCmd Solenoid and visa-versa.$NEnergizing neither Open or Close commands will De-Energize both CloseCmd and OpenCmd.$NThis is good for a valve that has 2 solenoids (1 fo","OTU(Inp_ManClose)","7"
RCOMMENT,"AOI_CM_VLV:AOI","Logic","---Examin Interlocks for Alarms---$NEnergized once all Transition Timers are complete$Nie. If you energize ManOpenCmd, the valve will open, however will not examine any alarms until that transition timer is complete$N","OTE(wrk_Examine_Faults)","9"
RCOMMENT,"AOI_CM_VLV:AOI","Logic","*** VALVE CLOSED *** status$N","OTE(sts_Closed)","12"
RCOMMENT,"AOI_CM_VLV:AOI","Logic","*** VALVE OPEN *** status$N","OTE(sts_Open)","13"
RCOMMENT,"AOI_CM_VLV:AOI","Logic","Monitor Valve Cycle Counts","OTU(Inp_CycleCountsRst_PB)","14"
RCOMMENT,"AOI_CM_VLV:AOI","Logic","Examine commands and position to $N-Declare Valve Position Failures-$NIf Valve is configured to use position switch debounce time, scan the following rung first before declaring a position failure","OTE(sts_FTC)","15"
RCOMMENT,"AOI_CM_VLV:AOI","Logic","De Bounce Timer.$NIf any of the positions fail, there is a debounce timer that will prevent alarms from initiating immediately IF SO DESIRED.$NIN ORDER TO USE THIS, YOU MUST ENTER TIME IN De-Bounce Time AND SELECT USE_DB from HMI$N$N$N","OTE(FTC_ZSO)","16"
RCOMMENT,"AOI_CM_VLV:AOI","Logic","If Faulted or Loss of Interlocks, position valve to shed/failure state","OTU(wrk_OutCloseCmd)","19"
RCOMMENT,"AOI_CM_VLV:AOI","Logic","End of wrk Out Commands$N","OTE(Out_OpenCmd)","20"
RCOMMENT,"AOI_CM_VLV:AOI","Logic","Valve Failure Counts$N","OTU(Inp_FaultCountsRst_PB)","21"
RCOMMENT,"AOI_CM_VLV:AOI","Logic","If Fault Reset Required, wait for Inp_FaultReset$N","OTU(Inp_FaultReset)","22"
RCOMMENT,"AOI_CM_VLV:AOI","Logic","Valve Position Feedback Status$N","MOV(7,wrk_State)","23"
TYPE,SCOPE,ROUTINE,COMMENT,OWNING_ELEMENT,LOCATION
RCOMMENT,"AOI_Timestamp:AOI","Logic","On System first natural scan of program, Reset Instruction","OTU(wrk_RstH_Done)","0"
RCOMMENT,"AOI_Timestamp:AOI","Logic","Aggregate Timestamp String$N","CONCAT(temp,S6,temp)","3"
RCOMMENT,"AOI_Timestamp:AOI","Logic","Shift Timestamp History and insert current timestamp$N","OTL(wrk_ShiftH_Done)","5"
RCOMMENT,"AOI_Timestamp:AOI","Logic","While Input is High, update duration value in current timestamp$N","DIV(TriggerTimer.ACC,1000,Timestamps[0].Duration)","6"
RCOMMENT,"AOI_Timestamp:AOI","Logic","Reset Timestamp History","CLR(sts_TriggerCounts)","7"
TYPE,SCOPE,ROUTINE,COMMENT,OWNING_ELEMENT,LOCATION
RCOMMENT,"ModuleStatus_3_0:AOI","Logic","Create Timestamp and History","Timestamp(CM_Timestamp,TimeStamps)","10"
